conference_id,event,gender,place,predicted_year,predicted_seconds,predicted_time,predicted_low,predicted_time_low,predicted_high,predicted_time_high,r2,p_value,slope,intercept,sample_size
52,200 Free,M,8,2027,107.326,1:47.33,106.2054,1:46.21,108.4467,1:48.45,0.5956,0.0054,0.108991,-113.5981,11
52,200 Free,M,16,2027,111.3405,1:51.34,105.8788,1:45.88,116.8022,1:56.80,0.1884,0.3898,-0.141023,397.1946,6
52,200 Free Relay,M,1,2027,80.1943,1:20.19,78.6794,1:18.68,81.7092,1:21.71,0.8177,0.0001,-0.281786,651.3739,12
52,200 Free Relay,M,8,2027,91.2004,1:31.20,87.6357,1:27.64,94.7652,1:34.77,0.0117,0.7987,-0.040934,174.174,8
52,200 IM,M,1,2027,109.3369,1:49.34,107.5805,1:47.58,111.0932,1:51.09,0.8611,0.0,-0.348699,816.1493,14
52,200 IM,M,8,2027,119.0662,1:59.07,117.578,1:57.58,120.5545,2:00.55,0.0307,0.5667,0.023042,72.3607,13
52,200 IM,M,16,2027,130.1026,2:10.10,124.4815,2:04.48,135.7238,2:15.72,0.3631,0.1522,0.386379,-653.0883,7
52,200 Medley Relay,M,1,2027,89.7227,1:29.72,87.4689,1:27.47,91.9766,1:31.98,0.5803,0.0025,-0.230448,556.8403,13
52,200 Medley Relay,M,8,2027,103.7884,1:43.79,99.381,1:39.38,108.1957,1:48.20,0.4937,0.0783,0.345821,-597.19,7
52,400 Free Relay,M,1,2027,181.6435,3:01.64,179.9187,2:59.92,183.3683,3:03.37,0.786,0.0001,-0.298971,787.6568,12
